DATE,ID,SONG,ARTIST,ALBUM
2021-12-14 : 3,3,Glasses,エイ・ブギー・ウィット・ダ・フーディ,B4 AVA
2021-12-14 : 4,4,I Hate U,SZA,I Hate U - Single
2021-12-14 : 5,5,Burn,ジュース・ワールド,Fighting Demons
2021-12-14 : 6,6,Enchanted Waterfall,トリー・レーンズ,Alone At Prom
2021-12-14 : 7,7,PSA,Kay Flock,The D.O.A. Tape
2021-12-14 : 8,8,The Color Violet,トリー・レーンズ,Alone At Prom
2021-12-14 : 9,9,Is Ya Ready,Kay Flock,Is Ya Ready - Single
2021-12-15 : 1,1,Man in the Mirror,エイ・ブギー・ウィット・ダ・フーディ,B4 AVA
2021-12-15 : 10,10,Pink Dolphin Sunset (feat. Tee),トリー・レーンズ,Alone At Prom
2021-12-15 : 11,11,Girls Want Girls (feat. Lil Baby),ドレイク,Certified Lover Boy
2021-12-15 : 12,12,Feline,ジュース・ワールド、                                                            Polo G、                                                            トリッピー・レッド,Fighting Demons
2021-12-15 : 13,13,No Love,サマー・ウォーカー、                                                            SZA,Still Over It
2021-12-15 : 14,14,My Everything,B-Lovee,My Everything - Single
2021-12-15 : 15,15,Easy On Me,アデル,30
2021-12-15 : 16,16,Being Honest (Remix),Kay Flock、                                                            G Herbo,The D.O.A. Tape
2021-12-15 : 17,17,Wandered To LA,ジュース・ワールド、                                                            ジャスティン・ビーバー,Fighting Demons
2021-12-15 : 18,18,Pepas,Farruko,Pepas - Single
2021-12-15 : 19,19,Fair Trade (feat. Travis Scott),ドレイク,Certified Lover Boy
2021-12-15 : 2,2,Notifications,エイ・ブギー・ウィット・ダ・フーディ,B4 AVA
2021-12-15 : 20,20,IYKYK,B-Lovee,IYKYK - Single
2021-12-15 : 21,21,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],CKay,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single
2021-12-15 : 22,22,GYALIS,Capella Grey,GYALIS - Single
2021-12-15 : 23,23,Not in the Mood,Lil Tjay、                                                            Fivio Foreign、                                                            Kay Flock,Not in the Mood - Single
2021-12-15 : 24,24,"My Everything, Pt. III",B-Lovee、                                                            G Herbo,"My Everything, Pt. III - Single"
2021-12-15 : 25,25,Way 2 Sexy (feat. Future & Young Thug),ドレイク,Certified Lover Boy
2021-12-15 : 3,3,Be Free,エイ・ブギー・ウィット・ダ・フーディ,B4 AVA
2021-12-15 : 4,4,I Hate U,SZA,I Hate U - Single
2021-12-15 : 5,5,PSA,Kay Flock,The D.O.A. Tape
2021-12-15 : 6,6,Burn,ジュース・ワールド,Fighting Demons
2021-12-15 : 7,7,Enchanted Waterfall,トリー・レーンズ,Alone At Prom
2021-12-15 : 8,8,The Color Violet,トリー・レーンズ,Alone At Prom
2021-12-15 : 9,9,Is Ya Ready,Kay Flock,Is Ya Ready - Single
2021-12-16 : 1,1,Man in the Mirror,エイ・ブギー・ウィット・ダ・フーディ,B4 AVA
2021-12-16 : 10,10,Girls Want Girls (feat. Lil Baby),ドレイク,Certified Lover Boy
2021-12-16 : 11,11,Lady of Namek,トリー・レーンズ,Alone At Prom
2021-12-16 : 12,12,No Love,サマー・ウォーカー、                                                            SZA,Still Over It
2021-12-16 : 13,13,Feline,ジュース・ワールド、                                                            Polo G、                                                            トリッピー・レッド,Fighting Demons
2021-12-16 : 14,14,Being Honest (Remix),Kay Flock、                                                            G Herbo,The D.O.A. Tape
2021-12-16 : 15,15,My Everything,B-Lovee,My Everything - Single
2021-12-16 : 16,16,Fair Trade (feat. Travis Scott),ドレイク,Certified Lover Boy
2021-12-16 : 17,17,Easy On Me,アデル,30
2021-12-16 : 18,18,Pepas,Farruko,Pepas - Single
2021-12-16 : 19,19,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],CKay,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single
2021-12-16 : 2,2,Notifications,エイ・ブギー・ウィット・ダ・フーディ,B4 AVA
2021-12-16 : 20,20,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage) - Single"
2021-12-16 : 21,21,Way 2 Sexy (feat. Future & Young Thug),ドレイク,Certified Lover Boy
2021-12-16 : 22,22,IYKYK,B-Lovee,IYKYK - Single
2021-12-16 : 23,23,Wandered To LA,ジュース・ワールド、                                                            ジャスティン・ビーバー,Fighting Demons
2021-12-16 : 24,24,GYALIS,Capella Grey,GYALIS - Single
2021-12-16 : 25,25,Not in the Mood,Lil Tjay、                                                            Fivio Foreign、                                                            Kay Flock,Not in the Mood - Single
2021-12-16 : 3,3,Glasses,エイ・ブギー・ウィット・ダ・フーディ,B4 AVA
2021-12-16 : 4,4,I Hate U,SZA,I Hate U - Single
2021-12-16 : 5,5,PSA,Kay Flock,The D.O.A. Tape
2021-12-16 : 6,6,Burn,ジュース・ワールド,Fighting Demons
2021-12-16 : 7,7,Is Ya Ready,Kay Flock,Is Ya Ready - Single
2021-12-16 : 8,8,The Color Violet,トリー・レーンズ,Alone At Prom
2021-12-16 : 9,9,Enchanted Waterfall,トリー・レーンズ,Alone At Prom
2021-12-17 : 1,1,Man in the Mirror,エイ・ブギー・ウィット・ダ・フーディ,B4 AVA
2021-12-17 : 10,10,Girls Want Girls (feat. Lil Baby),ドレイク,Certified Lover Boy
2021-12-17 : 11,11,No Love,サマー・ウォーカー、                                                            SZA,Still Over It
2021-12-17 : 12,12,Lady of Namek,トリー・レーンズ,Alone At Prom
2021-12-17 : 13,13,Being Honest (Remix),Kay Flock、                                                            G Herbo,The D.O.A. Tape
2021-12-17 : 14,14,Easy On Me,アデル,30
2021-12-17 : 15,15,Fair Trade (feat. Travis Scott),ドレイク,Certified Lover Boy
2021-12-17 : 16,16,My Everything,B-Lovee,My Everything - Single
2021-12-17 : 17,17,Pepas,Farruko,Pepas - Single
2021-12-17 : 18,18,Feline,ジュース・ワールド、                                                            Polo G、                                                            トリッピー・レッド,Fighting Demons
2021-12-17 : 19,19,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage) - Single"
2021-12-17 : 2,2,Notifications,エイ・ブギー・ウィット・ダ・フーディ,B4 AVA
2021-12-17 : 20,20,Way 2 Sexy (feat. Future & Young Thug),ドレイク,Certified Lover Boy
2021-12-17 : 21,21,Not in the Mood,Lil Tjay、                                                            Fivio Foreign、                                                            Kay Flock,Not in the Mood - Single
2021-12-17 : 22,22,IYKYK,B-Lovee,IYKYK - Single
2021-12-17 : 23,23,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],CKay,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single
2021-12-17 : 24,24,GYALIS,Capella Grey,GYALIS - Single
2021-12-17 : 25,25,Super Gremlin,Kodak Black,Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies
2021-12-17 : 3,3,Glasses,エイ・ブギー・ウィット・ダ・フーディ,B4 AVA
2021-12-17 : 4,4,I Hate U,SZA,I Hate U - Single
2021-12-17 : 5,5,PSA,Kay Flock,The D.O.A. Tape
2021-12-17 : 6,6,Is Ya Ready,Kay Flock,Is Ya Ready - Single
2021-12-17 : 7,7,Burn,ジュース・ワールド,Fighting Demons
2021-12-17 : 8,8,The Color Violet,トリー・レーンズ,Alone At Prom
2021-12-17 : 9,9,Enchanted Waterfall,トリー・レーンズ,Alone At Prom
2021-12-18 : 1,1,Man in the Mirror,エイ・ブギー・ウィット・ダ・フーディ,B4 AVA
2021-12-18 : 10,10,The Color Violet,トリー・レーンズ,Alone At Prom
2021-12-18 : 11,11,Being Honest (Remix),Kay Flock、                                                            G Herbo,The D.O.A. Tape
2021-12-18 : 12,12,Fair Trade (feat. Travis Scott),ドレイク,Certified Lover Boy
2021-12-18 : 13,13,My Everything,B-Lovee,My Everything - Single
2021-12-18 : 14,14,Enchanted Waterfall,トリー・レーンズ,Alone At Prom
2021-12-18 : 15,15,Easy On Me,アデル,30
2021-12-18 : 16,16,Pepas,Farruko,Pepas - Single
2021-12-18 : 17,17,IYKYK,B-Lovee,IYKYK - Single
2021-12-18 : 18,18,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],CKay,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single
2021-12-18 : 19,19,Super Gremlin,Kodak Black,Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies
2021-12-18 : 2,2,Notifications,エイ・ブギー・ウィット・ダ・フーディ,B4 AVA
2021-12-18 : 20,20,GYALIS,Capella Grey,GYALIS - Single
2021-12-18 : 21,21,Way 2 Sexy (feat. Future & Young Thug),ドレイク,Certified Lover Boy
2021-12-18 : 22,22,Not in the Mood,Lil Tjay、                                                            Fivio Foreign、                                                            Kay Flock,Not in the Mood - Single
2021-12-18 : 23,23,Lady of Namek,トリー・レーンズ,Alone At Prom
2021-12-18 : 24,24,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage) - Single"
2021-12-18 : 25,25,Feline,ジュース・ワールド、                                                            Polo G、                                                            トリッピー・レッド,Fighting Demons
2021-12-18 : 3,3,Glasses,エイ・ブギー・ウィット・ダ・フーディ,B4 AVA
2021-12-18 : 4,4,I Hate U,SZA,I Hate U - Single
2021-12-18 : 5,5,PSA,Kay Flock,The D.O.A. Tape
2021-12-18 : 6,6,Is Ya Ready,Kay Flock,Is Ya Ready - Single
2021-12-18 : 7,7,Burn,ジュース・ワールド,Fighting Demons
2021-12-18 : 8,8,Girls Want Girls (feat. Lil Baby),ドレイク,Certified Lover Boy
2021-12-18 : 9,9,No Love,サマー・ウォーカー、                                                            SZA,Still Over It
2021-12-19 : 1,1,Man in the Mirror,エイ・ブギー・ウィット・ダ・フーディ,B4 AVA
2021-12-19 : 10,10,Girls Want Girls (feat. Lil Baby),ドレイク,Certified Lover Boy
2021-12-19 : 11,11,Burn,ジュース・ワールド,Fighting Demons
2021-12-19 : 12,12,No Love,サマー・ウォーカー、                                                            SZA,Still Over It
2021-12-19 : 13,13,Being Honest (Remix),Kay Flock、                                                            G Herbo,The D.O.A. Tape
2021-12-19 : 14,14,Pepas,Farruko,Pepas - Single
2021-12-19 : 15,15,My Everything,B-Lovee,My Everything - Single
2021-12-19 : 16,16,Super Gremlin,Kodak Black,Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies
2021-12-19 : 17,17,Easy On Me,アデル,30
2021-12-19 : 18,18,Fair Trade (feat. Travis Scott),ドレイク,Certified Lover Boy
2021-12-19 : 19,19,IYKYK,B-Lovee,IYKYK - Single
2021-12-19 : 2,2,Notifications,エイ・ブギー・ウィット・ダ・フーディ,B4 AVA
2021-12-19 : 20,20,GYALIS,Capella Grey,GYALIS - Single
2021-12-19 : 21,21,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],CKay,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single
2021-12-19 : 22,22,Way 2 Sexy (feat. Future & Young Thug),ドレイク,Certified Lover Boy
2021-12-19 : 23,23,Not in the Mood,Lil Tjay、                                                            Fivio Foreign、                                                            Kay Flock,Not in the Mood - Single
2021-12-19 : 24,24,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage) - Single"
2021-12-19 : 25,25,The Color Violet,トリー・レーンズ,Alone At Prom
2021-12-19 : 3,3,I Hate U,SZA,I Hate U - Single
2021-12-19 : 4,4,Glasses,エイ・ブギー・ウィット・ダ・フーディ,B4 AVA
2021-12-19 : 5,5,all good (feat. Future),ロディ・リッチ,LIVE LIFE FAST
2021-12-19 : 6,6,thailand,ロディ・リッチ,LIVE LIFE FAST
2021-12-19 : 7,7,hibachi (feat. Kodak Black & 21 Savage),ロディ・リッチ,LIVE LIFE FAST
2021-12-19 : 8,8,PSA,Kay Flock,The D.O.A. Tape
2021-12-19 : 9,9,Is Ya Ready,Kay Flock,Is Ya Ready - Single
2021-12-20 : 1,1,Man in the Mirror,エイ・ブギー・ウィット・ダ・フーディ,B4 AVA
2021-12-20 : 10,10,Is Ya Ready,Kay Flock,Is Ya Ready - Single
2021-12-20 : 11,11,Girls Want Girls (feat. Lil Baby),ドレイク,Certified Lover Boy
2021-12-20 : 12,12,Pepas,Farruko,Pepas - Single
2021-12-20 : 13,13,No Love,サマー・ウォーカー、                                                            SZA,Still Over It
2021-12-20 : 14,14,Being Honest (Remix),Kay Flock、                                                            G Herbo,The D.O.A. Tape
2021-12-20 : 15,15,GYALIS,Capella Grey,GYALIS - Single
2021-12-20 : 16,16,Easy On Me,アデル,30
2021-12-20 : 17,17,My Everything,B-Lovee,My Everything - Single
2021-12-20 : 18,18,Fair Trade (feat. Travis Scott),ドレイク,Certified Lover Boy
2021-12-20 : 19,19,Burn,ジュース・ワールド,Fighting Demons
2021-12-20 : 2,2,I Hate U,SZA,I Hate U - Single
2021-12-20 : 20,20,Super Gremlin,Kodak Black,Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies
2021-12-20 : 21,21,Way 2 Sexy (feat. Future & Young Thug),ドレイク,Certified Lover Boy
2021-12-20 : 22,22,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],CKay,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single
2021-12-20 : 23,23,Sharing Locations (feat. Lil Baby & Lil Durk),ミーク・ミル,Expensive Pain
2021-12-20 : 24,24,IYKYK,B-Lovee,IYKYK - Single
2021-12-20 : 25,25,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage) - Single"
2021-12-20 : 3,3,Notifications,エイ・ブギー・ウィット・ダ・フーディ,B4 AVA
2021-12-20 : 4,4,Glasses,エイ・ブギー・ウィット・ダ・フーディ,B4 AVA
2021-12-20 : 5,5,The Color Violet,トリー・レーンズ,Alone At Prom
2021-12-20 : 6,6,hibachi (feat. Kodak Black & 21 Savage),ロディ・リッチ,LIVE LIFE FAST
2021-12-20 : 7,7,moved to miami (feat. Lil Baby),ロディ・リッチ,LIVE LIFE FAST
2021-12-20 : 8,8,all good (feat. Future),ロディ・リッチ,LIVE LIFE FAST
2021-12-20 : 9,9,PSA,Kay Flock,The D.O.A. Tape
2021-12-21 : 1,1,Man in the Mirror,エイ・ブギー・ウィット・ダ・フーディ,B4 AVA
2021-12-21 : 10,10,Is Ya Ready,Kay Flock,Is Ya Ready - Single
2021-12-21 : 11,11,Pepas,Farruko,Pepas - Single
2021-12-21 : 12,12,Girls Want Girls (feat. Lil Baby),ドレイク,Certified Lover Boy
2021-12-21 : 13,13,No Love,サマー・ウォーカー、                                                            SZA,Still Over It
2021-12-21 : 14,14,GYALIS,Capella Grey,GYALIS - Single
2021-12-21 : 15,15,My Everything,B-Lovee,My Everything - Single
2021-12-21 : 16,16,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],CKay,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single
2021-12-21 : 17,17,Easy On Me,アデル,30
2021-12-21 : 18,18,Fair Trade (feat. Travis Scott),ドレイク,Certified Lover Boy
2021-12-21 : 19,19,Being Honest (Remix),Kay Flock、                                                            G Herbo,The D.O.A. Tape
2021-12-21 : 2,2,I Hate U,SZA,I Hate U - Single
2021-12-21 : 20,20,IYKYK,B-Lovee,IYKYK - Single
2021-12-21 : 21,21,Lo Siento BB:/,Tainy、                                                            バッド・バニー、                                                            Julieta Venegas,Lo Siento BB:/ - Single
2021-12-21 : 22,22,Super Gremlin,Kodak Black,Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies
2021-12-21 : 23,23,To the Moon,Jnr Choi,To the Moon - Single
2021-12-21 : 24,24,Way 2 Sexy (feat. Future & Young Thug),ドレイク,Certified Lover Boy
2021-12-21 : 25,25,"My Everything, Pt. III",B-Lovee、                                                            G Herbo,"My Everything, Pt. III - Single"
2021-12-21 : 3,3,Notifications,エイ・ブギー・ウィット・ダ・フーディ,B4 AVA
2021-12-21 : 4,4,Glasses,エイ・ブギー・ウィット・ダ・フーディ,B4 AVA
2021-12-21 : 5,5,The Color Violet,トリー・レーンズ,Alone At Prom
2021-12-21 : 6,6,hibachi (feat. Kodak Black & 21 Savage),ロディ・リッチ,LIVE LIFE FAST
2021-12-21 : 7,7,moved to miami (feat. Lil Baby),ロディ・リッチ,LIVE LIFE FAST
2021-12-21 : 8,8,PSA,Kay Flock,The D.O.A. Tape
2021-12-21 : 9,9,all good (feat. Future),ロディ・リッチ,LIVE LIFE FAST
2021-12-22 : 1,1,ManintheMirror,エイ・ブギー・ウィット・ダ・フーディ,B4AVA
2021-12-22 : 10,10,25million,ロディ・リッチ,LIVELIFEFAST
2021-12-22 : 11,11,GirlsWantGirls(feat.LilBaby),ドレイク,CertifiedLoverBoy
2021-12-22 : 12,12,NoLove,サマー・ウォーカー、SZA,StillOverIt
2021-12-22 : 13,13,TotheMoon,JnrChoi,TotheMoon-Single
2021-12-22 : 14,14,SuperGremlin,KodakBlack,SniperGangPresentsSykoBob&Snapkatt:NightmareBabies
2021-12-22 : 15,15,Pepas,Farruko,Pepas-Single
2021-12-22 : 16,16,BeingHonest(Remix),KayFlock、GHerbo,TheD.O.A.Tape
2021-12-22 : 17,17,MyEverything,B-Lovee,MyEverything-Single
2021-12-22 : 18,18,IYKYK,B-Lovee,IYKYK-Single
2021-12-22 : 19,19,Burn,ジュース・ワールド,FightingDemons
2021-12-22 : 2,2,IHateU,SZA,IHateU-Single
2021-12-22 : 20,20,FairTrade(feat.TravisScott),ドレイク,CertifiedLoverBoy
2021-12-22 : 21,21,GYALIS,CapellaGrey,GYALIS-Single
2021-12-22 : 22,22,EasyOnMe,アデル,30
2021-12-22 : 23,23,LoveNwantiti(ahahah)[feat.Joeboy&KuamiEugene][Remix],CKay,LoveNwantiti(ahahah)[feat.Joeboy&KuamiEugene][Remix]-Single
2021-12-22 : 24,24,LoSientoBB:/,Tainy、バッド・バニー、JulietaVenegas,LoSientoBB:/-Single
2021-12-22 : 25,25,"MyEverything,Pt.III",B-Lovee、GHerbo,"MyEverything,Pt.III-Single"
2021-12-22 : 3,3,Notifications,エイ・ブギー・ウィット・ダ・フーディ,B4AVA
2021-12-22 : 4,4,Glasses,エイ・ブギー・ウィット・ダ・フーディ,B4AVA
2021-12-22 : 5,5,PSA,KayFlock,TheD.O.A.Tape
2021-12-22 : 6,6,hibachi(feat.KodakBlack&21Savage),ロディ・リッチ,LIVELIFEFAST
2021-12-22 : 7,7,IsYaReady,KayFlock,IsYaReady-Single
2021-12-22 : 8,8,movedtomiami(feat.LilBaby),ロディ・リッチ,LIVELIFEFAST
2021-12-22 : 9,9,TheColorViolet,トリー・レーンズ,AloneAtProm
2021-12-23 : 1,1,ManintheMirror,エイ・ブギー・ウィット・ダ・フーディ,B4AVA
2021-12-23 : 10,10,SuperGremlin,KodakBlack,SniperGangPresentsSykoBob&Snapkatt:NightmareBabies
2021-12-23 : 11,11,GirlsWantGirls(feat.LilBaby),ドレイク,CertifiedLoverBoy
2021-12-23 : 12,12,25million,ロディ・リッチ,LIVELIFEFAST
2021-12-23 : 13,13,TheColorViolet,トリー・レーンズ,AloneAtProm
2021-12-23 : 14,14,NoLove,サマー・ウォーカー、SZA,StillOverIt
2021-12-23 : 15,15,BeingHonest(Remix),KayFlock、GHerbo,TheD.O.A.Tape
2021-12-23 : 16,16,Pepas,Farruko,Pepas-Single
2021-12-23 : 17,17,Burn,ジュース・ワールド,FightingDemons
2021-12-23 : 18,18,IYKYK,B-Lovee,IYKYK-Single
2021-12-23 : 19,19,FairTrade(feat.TravisScott),ドレイク,CertifiedLoverBoy
2021-12-23 : 2,2,IHateU,SZA,IHateU-Single
2021-12-23 : 20,20,GYALIS,CapellaGrey,GYALIS-Single
2021-12-23 : 21,21,LoSientoBB:/,Tainy、バッド・バニー、JulietaVenegas,LoSientoBB:/-Single
2021-12-23 : 22,22,MyEverything,B-Lovee,MyEverything-Single
2021-12-23 : 23,23,EasyOnMe,アデル,30
2021-12-23 : 24,24,Way2Sexy(feat.Future&YoungThug),ドレイク,CertifiedLoverBoy
2021-12-23 : 25,25,"MyEverything,Pt.III",B-Lovee、GHerbo,"MyEverything,Pt.III-Single"
2021-12-23 : 3,3,Notifications,エイ・ブギー・ウィット・ダ・フーディ,B4AVA
2021-12-23 : 4,4,Glasses,エイ・ブギー・ウィット・ダ・フーディ,B4AVA
2021-12-23 : 5,5,PSA,KayFlock,TheD.O.A.Tape
2021-12-23 : 6,6,IsYaReady,KayFlock,IsYaReady-Single
2021-12-23 : 7,7,hibachi(feat.KodakBlack&21Savage),ロディ・リッチ,LIVELIFEFAST
2021-12-23 : 8,8,TotheMoon,JnrChoi,TotheMoon-Single
2021-12-23 : 9,9,movedtomiami(feat.LilBaby),ロディ・リッチ,LIVELIFEFAST
2021-12-24 : 1,1,ManintheMirror,エイ・ブギー・ウィット・ダ・フーディ,B4AVA
2021-12-24 : 10,10,GirlsWantGirls(feat.LilBaby),ドレイク,CertifiedLoverBoy
2021-12-24 : 11,11,movedtomiami(feat.LilBaby),ロディ・リッチ,LIVELIFEFAST
2021-12-24 : 12,12,25million,ロディ・リッチ,LIVELIFEFAST
2021-12-24 : 13,13,NoLove,サマー・ウォーカー、SZA,StillOverIt
2021-12-24 : 14,14,200orBetter,NoCap,200orBetter-Single
2021-12-24 : 15,15,Pepas,Farruko,Pepas-Single
2021-12-24 : 16,16,BeingHonest(Remix),KayFlock、GHerbo,TheD.O.A.Tape
2021-12-24 : 17,17,FairTrade(feat.TravisScott),ドレイク,CertifiedLoverBoy
2021-12-24 : 18,18,IYKYK,B-Lovee,IYKYK-Single
2021-12-24 : 19,19,Burn,ジュース・ワールド,FightingDemons
2021-12-24 : 2,2,IHateU,SZA,IHateU-Single
2021-12-24 : 20,20,GYALIS,CapellaGrey,GYALIS-Single
2021-12-24 : 21,21,LoSientoBB:/,Tainy、バッド・バニー、JulietaVenegas,LoSientoBB:/-Single
2021-12-24 : 22,22,MyEverything,B-Lovee,MyEverything-Single
2021-12-24 : 23,23,EasyOnMe,アデル,30
2021-12-24 : 24,24,Way2Sexy(feat.Future&YoungThug),ドレイク,CertifiedLoverBoy
2021-12-24 : 25,25,"WhoWantSmoke??(feat.GHerbo,LilDurk&21Savage)",NardoWick,"WhoWantSmoke??(feat.GHerbo,LilDurk&21Savage)-Single"
2021-12-24 : 3,3,Notifications,エイ・ブギー・ウィット・ダ・フーディ,B4AVA
2021-12-24 : 4,4,Glasses,エイ・ブギー・ウィット・ダ・フーディ,B4AVA
2021-12-24 : 5,5,PSA,KayFlock,TheD.O.A.Tape
2021-12-24 : 6,6,IsYaReady,KayFlock,IsYaReady-Single
2021-12-24 : 7,7,TotheMoon,JnrChoi,TotheMoon-Single
2021-12-24 : 8,8,SuperGremlin,KodakBlack,SniperGangPresentsSykoBob&Snapkatt:NightmareBabies
2021-12-24 : 9,9,hibachi(feat.KodakBlack&21Savage),ロディ・リッチ,LIVELIFEFAST
2021-12-25 : 1,1,ManintheMirror,エイ・ブギー・ウィット・ダ・フーディ,B4AVA
2021-12-25 : 10,10,NoLove,サマー・ウォーカー、SZA,StillOverIt
2021-12-25 : 11,11,Pepas,Farruko,Pepas-Single
2021-12-25 : 12,12,hibachi(feat.KodakBlack&21Savage),ロディ・リッチ,LIVELIFEFAST
2021-12-25 : 13,13,AllIWantForChristmasIsYou,マライア・キャリー,MerryChristmas
2021-12-25 : 14,14,25million,ロディ・リッチ,LIVELIFEFAST
2021-12-25 : 15,15,BeingHonest(Remix),KayFlock、GHerbo,TheD.O.A.Tape
2021-12-25 : 16,16,FairTrade(feat.TravisScott),ドレイク,CertifiedLoverBoy
2021-12-25 : 17,17,movedtomiami(feat.LilBaby),ロディ・リッチ,LIVELIFEFAST
2021-12-25 : 18,18,GYALIS,CapellaGrey,GYALIS-Single
2021-12-25 : 19,19,IYKYK,B-Lovee,IYKYK-Single
2021-12-25 : 2,2,IHateU,SZA,IHateU-Single
2021-12-25 : 20,20,Burn,ジュース・ワールド,FightingDemons
2021-12-25 : 21,21,LoSientoBB:/,Tainy、バッド・バニー、JulietaVenegas,LoSientoBB:/-Single
2021-12-25 : 22,22,AmenoAmapiano(Remix),GoyaMenor、Nektunez,AmenoAmapiano(Remix)-Single
2021-12-25 : 23,23,MyEverything,B-Lovee,MyEverything-Single
2021-12-25 : 24,24,Way2Sexy(feat.Future&YoungThug),ドレイク,CertifiedLoverBoy
2021-12-25 : 25,25,EasyOnMe,アデル,30
2021-12-25 : 3,3,Notifications,エイ・ブギー・ウィット・ダ・フーディ,B4AVA
2021-12-25 : 4,4,Glasses,エイ・ブギー・ウィット・ダ・フーディ,B4AVA
2021-12-25 : 5,5,PSA,KayFlock,TheD.O.A.Tape
2021-12-25 : 6,6,TotheMoon,JnrChoi,TotheMoon-Single
2021-12-25 : 7,7,IsYaReady,KayFlock,IsYaReady-Single
2021-12-25 : 8,8,SuperGremlin,KodakBlack,SniperGangPresentsSykoBob&Snapkatt:NightmareBabies
2021-12-25 : 9,9,GirlsWantGirls(feat.LilBaby),ドレイク,CertifiedLoverBoy
2021-12-26 : 1,1,ManintheMirror,エイ・ブギー・ウィット・ダ・フーディ,B4AVA
2021-12-26 : 10,10,LastChristmas,ワム!,TwentyFive
2021-12-26 : 11,11,GirlsWantGirls(feat.LilBaby),ドレイク,CertifiedLoverBoy
2021-12-26 : 12,12,Speechless,Nas,Magic
2021-12-26 : 13,13,Pepas,Farruko,Pepas-Single
2021-12-26 : 14,14,SuperGremlin,KodakBlack,SniperGangPresentsSykoBob&Snapkatt:NightmareBabies
2021-12-26 : 15,15,NoLove,サマー・ウォーカー、SZA,StillOverIt
2021-12-26 : 16,16,FairTrade(feat.TravisScott),ドレイク,CertifiedLoverBoy
2021-12-26 : 17,17,MeetJoeBlack,Nas,Magic
2021-12-26 : 18,18,GYALIS,CapellaGrey,GYALIS-Single
2021-12-26 : 19,19,AmenoAmapiano(Remix),GoyaMenor、Nektunez,AmenoAmapiano(Remix)-Single
2021-12-26 : 2,2,IHateU,SZA,IHateU-Single
2021-12-26 : 20,20,hibachi(feat.KodakBlack&21Savage),ロディ・リッチ,LIVELIFEFAST
2021-12-26 : 21,21,IYKYK,B-Lovee,IYKYK-Single
2021-12-26 : 22,22,LoSientoBB:/,Tainy、バッド・バニー、JulietaVenegas,LoSientoBB:/-Single
2021-12-26 : 23,23,UnderneaththeTree,ケリー・クラークソン,WrappedInRed
2021-12-26 : 24,24,WaveGods,Nas、エイサップ・ロッキー、DJPremier,Magic
2021-12-26 : 25,25,LoveNwantiti(ahahah)[feat.Joeboy&KuamiEugene][Remix],CKay,LoveNwantiti(ahahah)[feat.Joeboy&KuamiEugene][Remix]-Single
2021-12-26 : 3,3,Notifications,エイ・ブギー・ウィット・ダ・フーディ,B4AVA
2021-12-26 : 4,4,Glasses,エイ・ブギー・ウィット・ダ・フーディ,B4AVA
2021-12-26 : 5,5,AllIWantForChristmasIsYou,マライア・キャリー,MerryChristmas
2021-12-26 : 6,6,PSA,KayFlock,TheD.O.A.Tape
2021-12-26 : 7,7,IsYaReady,KayFlock,IsYaReady-Single
2021-12-26 : 8,8,TotheMoon,JnrChoi,TotheMoon-Single
